profile,date,text,link,likes,retweets
BarackObama,"Sep 29, 2025 · 7:00 PM UTC","The arc of the moral universe is long, but it bends towards justice. Except it doesn’t bend on its own—it bends because we pull it in the direction of justice. What keeps me hopeful during times like these is being surrounded by people who are doing just that.",https://twitter.com/BarackObama/status/1972738241788080626#m,126112,23101
BarackObama,"Sep 28, 2025 · 4:01 PM UTC","Republicans would rather shut down the government than help millions of Americans afford health care. This article tells some of their stories, and is a good reminder of what’s at stake. https://www.usatoday.com/story/news/politics/2025/09/25/potential-government-shutdown-over-obamacare-tax-credits/86186415007/",https://twitter.com/BarackObama/status/1972330745449284044#m,119473,23190
BarackObama,"Sep 25, 2025 · 8:19 PM UTC",Get involved with @allontheline to take action on redistricting: https://mobilize.us/allontheline,https://twitter.com/BarackObama/status/1971308575760019968#m,2566,541
BarackObama,"Sep 25, 2025 · 8:19 PM UTC","Republicans can’t win on their policies, so they are trying to dodge accountability by rewriting the rules. These lawmakers are going out of their way to silence the will of the people and deliberately undermine our democracy.",https://twitter.com/BarackObama/status/1971308572945608741#m,316197,40436
BarackObama,"Sep 25, 2025 · 2:01 PM UTC","We have people in power making broad claims around certain drugs and autism that have been continuously disproven. The degree to which those comments can undermine public health, do harm to women who are pregnant, create anxiety for parents who do have children who are autistic – is violence against the truth.",https://twitter.com/BarackObama/status/1971213460525482347#m,219847,36897
BarackObama,"Sep 23, 2025 · 2:22 PM UTC","Michelle, @BChesky, and I launched the Voyager Scholarship at the @ObamaFoundation to provide the next generation of leaders with the tools they need to succeed and make an impact on their communities. Today we're thrilled to welcome the newest class of Obama-Chesky Voyagers.",https://twitter.com/BarackObama/status/1970493858355257828#m,46175,7009
BarackObama,"Sep 22, 2025 · 1:13 PM UTC","Susan, I hope I look as good as you at 102!",https://twitter.com/BarackObama/status/1970114201059532836#m,679462,41656
BarackObama,"Sep 20, 2025 · 3:22 PM UTC","In a moment like this, when tensions are high, part of the job of the president is to remind us of the ties that bind us together.",https://twitter.com/BarackObama/status/1969421892458041698#m,199069,28173
BarackObama,"Sep 19, 2025 · 2:30 PM UTC",I recently had the chance to talk about my thoughts on AI and the urgent need to prepare our workforce for the coming changes.,https://twitter.com/BarackObama/status/1969046562392113206#m,2149,383
BarackObama,"Sep 19, 2025 · 2:30 PM UTC",We need more ideas like the ones @SenMarkKelly has outlined on how we can shape the future being created by artificial intelligence.,https://twitter.com/BarackObama/status/1969046559602950225#m,41627,7146
BarackObama,"Sep 19, 2025 · 12:09 AM UTC","Second, it’s worth reading this excerpt from Frederick Douglass  https://constitutioncenter.org/the-constitution/historic-document-library/detail/frederick-douglass-a-plea-for-free-speech-in-boston-1860",https://twitter.com/BarackObama/status/1968829872236646677#m,14830,1876
BarackObama,"Sep 19, 2025 · 12:09 AM UTC","First there’s this piece by David French, who devoted much of his legal career to defending the First Amendment rights of conservative writers and scholars  https://www.nytimes.com/2025/09/18/opinion/trump-vance-bondi-douglassfree-speech.html",https://twitter.com/BarackObama/status/1968829869967483024#m,15096,1872
BarackObama,"Sep 19, 2025 · 12:09 AM UTC","This commentary offers a clear, powerful statement of why freedom of speech is at the heart of democracy and must be defended, whether the speaker is Charlie Kirk or Jimmy Kimmel, MAGA supporters or MAGA opponents.",https://twitter.com/BarackObama/status/1968829868138791310#m,434235,35819
BarackObama,"Sep 18, 2025 · 2:11 PM UTC",This is precisely the kind of government coercion that the First Amendment was designed to prevent — and media companies need to start standing up rather than capitulating to it. https://www.nytimes.com/2025/09/15/business/media/washington-post-charlie-kirk-karen-attiah.html,https://twitter.com/BarackObama/status/1968679169937612849#m,40843,5133
BarackObama,"Sep 18, 2025 · 2:11 PM UTC","After years of complaining about cancel culture, the current administration has taken it to a new and dangerous level by routinely threatening regulatory action against media companies unless they muzzle or fire reporters and commentators it doesn’t like. https://www.yahoo.com/news/articles/let-clear-happened-jimmy-kimmel-025000655.html",https://twitter.com/BarackObama/status/1968679167286763678#m,595133,84602
BarackObama,"Sep 17, 2025 · 8:03 PM UTC","Our democracy is not self-executing. It depends on us all as citizens, regardless of our political affiliations, to stand up and fight for the core values that have made this country the envy of the world.",https://twitter.com/BarackObama/status/1968405385049424046#m,201805,32539
BarackObama,"Sep 16, 2025 · 7:24 PM UTC","Today we mourn the loss of Robert Redford. From iconic films to protecting our national parks, he inspired many through his advocacy, charisma, and passion. Our thoughts are with his family and the countless people he inspired.  📷: National Archives, Obama Presidential Library",https://twitter.com/ObamaFoundation/status/1968033227572125955#m,18255,2317
BarackObama,"Sep 16, 2025 · 2:28 PM UTC",If you live in:   California New Jersey New York  Pennsylvania Virginia  The deadline to register to vote in the November elections is coming up. Check your registration now: IWillVote.com.,https://twitter.com/TheDemocrats/status/1967958679472275580#m,3439,1848
BarackObama,"Sep 11, 2025 · 2:32 PM UTC","We’ll never forget the lives we lost on September 11, 2001. Let’s continue to honor their memories, and the courage of our first responders who put themselves in harm’s way.",https://twitter.com/BarackObama/status/1966147842747355366#m,594377,38260
BarackObama,"Sep 11, 2025 · 12:15 AM UTC","The Supreme Court has signed off on such dubious practices without an explanation. Every American, including those who want tougher enforcement of our immigration laws, should demand that ICE does its job in a way that protects the rights of all Americans. https://www.nytimes.com/2025/09/08/us/politics/supreme-court-los-angeles-immigration.html",https://twitter.com/BarackObama/status/1965932149955244200#m,6676,984
BarackObama,"Sep 11, 2025 · 12:15 AM UTC","Here’s a story that’s becoming all too common: federal immigration agents using racial and ethnic profiling as a rationale for stopping, questioning and detaining U.S. citizens who they suspect are undocumented. https://www.theatlantic.com/politics/archive/2025/09/george-retes-ice-detained-us-citizen/684152/",https://twitter.com/BarackObama/status/1965932147916812527#m,95080,17294
BarackObama,"Sep 10, 2025 · 9:26 PM UTC","We don’t yet know what motivated the person who shot and killed Charlie Kirk, but this kind of despicable violence has no place in our democracy. Michelle and I will be praying for Charlie’s family tonight, especially his wife Erika and their two young children.",https://twitter.com/BarackObama/status/1965889591090753651#m,1091975,67304
BarackObama,"Sep 9, 2025 · 4:21 PM UTC","Each year, Michelle and I are struck by the passion, creativity, and determination these young people bring to the table. Our hope is that through this program, they’ll build lasting connections, learn from one another, and continue driving the kind of change that shapes a more just, sustainable, and hopeful future.",https://twitter.com/BarackObama/status/1965450457616101411#m,56891,8040
BarackObama,"Sep 2, 2025 · 4:25 PM UTC",🚨Redistricting is back in Missouri — and politicians are gearing up for a power grab. Join us today at 8 PM CT for Shaping Missouri: A Redistricting Training where we’ll cover:  ✅ What’s happening right now ✅ What’s at stake  ✅ How YOU can take action https://www.mobilize.us/allontheline/event/832627/,https://twitter.com/allontheline/status/1962914840269205894#m,2051,1527
BarackObama,"Sep 2, 2025 · 3:15 PM UTC","This summer, 100+ rising high school freshmen from across Chicago came together through the MBK-Obama Leadership Academy to build leadership, confidence, and brotherhood. 💪🏾 From mastering life skills to prioritizing wellness, they’re stepping into high school prepared to lead — and to inspire.",https://twitter.com/MBK_Alliance/status/1962897074522890415#m,1151,297
BarackObama,"Sep 1, 2025 · 2:00 PM UTC","Labor Day is a chance to celebrate America’s workers, and the labor unions who have fought so hard for them. But at a time when AI is threatening to disrupt or even eliminate entire categories of jobs, it’s also important to think about how we can embrace new technology without losing the purpose and dignity that comes with work.",https://twitter.com/BarackObama/status/1962515798632587356#m,82281,11190
BarackObama,"Aug 28, 2025 · 8:10 PM UTC","Here's some good news: Catelin Drey won a special election this week to flip a seat blue in the Iowa Senate and break Republicans' supermajority. This seat had been in Republican hands for 13 years. When we are organized and support strong candidates who are focused on the issues that matter, we can win. Let's keep this going.",https://twitter.com/BarackObama/status/1961159365702160685#m,154864,17078
BarackObama,"Aug 28, 2025 · 4:56 PM UTC","Republicans are trying to redraw congressional district lines to keep their grip on Congress in the midterms and beyond.  Voters should pick their politicians, not the other way around.   Get involved with @DemRedistrict as they fight back: https://act.redistrictingaction.org/a/recommit-2025?&refcode=cul_aotl_all_allsocials_recom[%E2%80%A6]ul&utm_content=SocialL_v1_ARC380P&utm_campaign=recommit",https://twitter.com/BarackObama/status/1961110692854964392#m,61911,14867
BarackObama,"Aug 27, 2025 · 3:55 PM UTC","President Obama’s 2025 summer reading list is here – but this year, he added something new. Alongside the books, you’ll find his own handwritten reflections on why each one made the list.  ✍🏾📖: obama.org/stories/president-…",https://twitter.com/ObamaFoundation/status/1960732963043242097#m,1380,364
BarackObama,"Aug 28, 2025 · 2:32 PM UTC","The erosion of basic principles like due process and the expanding use of our military on domestic soil puts the liberties of all Americans at risk, and should concern democrats and republicans alike.",https://twitter.com/BarackObama/status/1961074452164223338#m,6513,1373
BarackObama,"Aug 28, 2025 · 2:32 PM UTC","This interview, which is also available to listen to as a podcast, provides a useful overview of some of the dangerous trends we’ve been seeing in recent months regarding federalization and militarization of state and local police functions. https://www.nytimes.com/2025/08/27/opinion/ezra-klein-podcast-radley-balko.html",https://twitter.com/BarackObama/status/1961074450029318513#m,56194,14029
BarackObama,"Aug 27, 2025 · 6:09 PM UTC","We can't allow ourselves to become numb to mass shootings. What happened today in Minneapolis is heartbreaking, and Michelle and I are praying for the parents who have lost a child or will be sitting at their hospital bedside after yet another act of unspeakable, unnecessary violence.",https://twitter.com/BarackObama/status/1960766723944014276#m,305036,29398
BarackObama,"Aug 20, 2025 · 9:32 PM UTC","Over the long term, we shouldn’t have political gerrymandering in America, just a fair fight between Republicans and Democrats based on who’s got better ideas. But since Texas is taking direction from a partisan White House and gerrymandering in the middle of a decade to try and maintain the House despite their unpopular policies, I have tremendous respect for how Governor Newsom has approached this. He’s put forward a smart, measured approach in California, designed to address a very particular problem at a very particular moment in time.",https://twitter.com/BarackObama/status/1958280898413031773#m,178433,27528
BarackObama,"Aug 15, 2025 · 1:05 AM UTC",I am so proud of the @TexasHDC and the work that they’ve done. Their willingness to put themselves on the line to highlight the current assault on our democracy has set an example for what all of us have to do.,https://twitter.com/BarackObama/status/1956160288333434949#m,138160,19201
BarackObama,"Aug 12, 2025 · 8:04 PM UTC","It’s up to all of us to vote for leaders in every election who will make our healthcare system better, not undermine it. Call your member of Congress today and hold them accountable. https://www.cnn.com/2025/08/12/politics/aca-obamacare-insurance-trump-republicans",https://twitter.com/BarackObama/status/1955359789984149560#m,13650,2262
BarackObama,"Aug 12, 2025 · 8:04 PM UTC","Since we passed the Affordable Care Act, Republicans have tried over and over to repeal it. And over and over, they’ve failed — in part because millions of people now depend on the ACA for quality, affordable health care.  Now Republicans are trying something different: quietly weakening the law and hoping you won’t notice. We can’t let them.",https://twitter.com/BarackObama/status/1955359787543302450#m,223976,33916
BarackObama,"Aug 5, 2025 · 9:16 PM UTC","We can’t lose focus on what matters – right now, Republicans in Texas are trying to gerrymander district lines to unfairly win five seats in next year’s midterm elections. This is a power grab that undermines our democracy.",https://twitter.com/BarackObama/status/1952841189310300581#m,140167,27190
BarackObama,"Aug 1, 2025 · 1:59 PM UTC","I recently spoke with our inaugural @MBK_Alliance Ambassadors – a group of talented, inspiring young leaders from across the country who are working to give back to their communities. I’m looking forward to following their progress and having them back as alumni to share what they’ve learned. Take a look:",https://twitter.com/BarackObama/status/1951281702459805903#m,39090,7007
BarackObama,"Jul 29, 2025 · 12:02 PM UTC",Hall of Famer and Cubs stalwart Ryne Sandberg wasn’t just a great baseball player – he was a class act who never cheated the game. Everyone in Chicago – including White Sox fans – will miss him deeply.,https://twitter.com/BarackObama/status/1950164916540735707#m,105626,8283
BarackObama,"Jul 27, 2025 · 7:44 PM UTC",Aid must be permitted to reach people in Gaza. There is no justification for keeping food and water away from civilian families. https://www.nytimes.com/2025/07/24/world/middleeast/gaza-starvation.html,https://twitter.com/BarackObama/status/1949556467750621301#m,15629,2552
BarackObama,"Jul 27, 2025 · 7:44 PM UTC","While a lasting resolution to the crisis in Gaza must involve a return of all hostages and a cessation of Israel’s military operations, these articles underscore the immediate need for action to be taken to prevent the travesty of innocent people dying of preventable starvation. https://www.nytimes.com/2025/07/27/opinion/gaza-starvation-famine-israel.html",https://twitter.com/BarackObama/status/1949556465913717213#m,109617,15759
BarackObama,"Jul 10, 2025 · 6:02 PM UTC",I recently met with some bright young men from our @MBK_Alliance programs in Chicago and Newark who had the chance to go on a cultural exchange in Brazil. It was a life changing experience – and a reminder of why it’s so important to invest in our young people and give them a chance to experience different cultures and broaden their own understanding.,https://twitter.com/BarackObama/status/1943370349950709864#m,39145,6313
BarackObama,"Jul 6, 2025 · 5:12 PM UTC",The flash flooding in Central Texas is absolutely heartbreaking. Michelle and I are praying for everyone who has lost a loved one or is waiting for news — especially the parents. And we’re grateful to the first responders and rescue teams working around the clock to help.,https://twitter.com/BarackObama/status/1941908219267281373#m,190238,15930
BarackObama,"Jul 4, 2025 · 3:11 PM UTC","Independence Day is a reminder that America is not the project of any one person. The single most powerful word in our democracy is the word ‘We.’ ‘We The People.’ ‘We Shall Overcome.’ ‘Yes We Can.’ America is owned by no one. It belongs to all citizens. And at this moment in history—when core democratic principles seem to be continuously under attack, when too many people around the world have become cynical and disengaged—now is precisely the time to ask ourselves tough questions about how we can build our democracies and make them work in meaningful and practical ways for ordinary people.",https://twitter.com/BarackObama/status/1941153006277271642#m,298980,38166
BarackObama,"Jul 2, 2025 · 8:00 PM UTC","More than 16 million Americans are at risk of losing their health care because Republicans in Congress are rushing to pass a bill that would cut federal funding for Medicaid and weaken the Affordable Care Act.  If the House passes this bill, it will increase costs and hurt working class families for generations to come. Call your representative today and tell them to vote no on this bill.",https://twitter.com/BarackObama/status/1940500920959488540#m,262650,35415
BarackObama,"Jun 26, 2025 · 1:03 PM UTC","Progress in this country is never guaranteed, either. But that week, it felt like the efforts of so many, across generations, was bending the arc of the moral universe a little more towards justice. I recently sat down with Garrison Hayes to talk about that day, and what it can teach all of us about how change happens.",https://twitter.com/BarackObama/status/1938221635389014509#m,1961,341
BarackObama,"Jun 26, 2025 · 1:03 PM UTC","It was a week that reasserted our freedoms. The freedom from fear that random illness or accident could cost us everything. The freedom to marry who we love. The freedom intrinsic to a people who, even when we lose our way, are never bound to the past – but rather great precisely because we can change.",https://twitter.com/BarackObama/status/1938221633614880843#m,1968,375
BarackObama,"Jun 26, 2025 · 1:03 PM UTC","The Supreme Court upheld a critical part of the Affordable Care Act. A day later, it recognized a Constitutional right to marriage equality. And that same afternoon, a congregation in Charleston, still reeling from a horrifying act of racial violence but fortified by the extraordinary courage of ordinary friends and neighbors, led the country in a chorus of Amazing Grace.",https://twitter.com/BarackObama/status/1938221631916159086#m,1079,173
BarackObama,"Jun 26, 2025 · 1:03 PM UTC","Progress in this country never comes easy or quick. For every few hard-earned steps forward, we might stumble a couple steps back. But sometimes, the slow, steady effort of generations is rewarded with justice that arrives like a thunderbolt.   That's exactly what happened in a remarkable sprint of history ten years ago this week.",https://twitter.com/BarackObama/status/1938221629760249943#m,26414,5418
BarackObama,"Jun 19, 2025 · 1:48 PM UTC","This Juneteenth, I’m inspired by the work of our @ObamaFoundation leaders and alumni. Read their reflections on this day, and the ways they are transforming their communities for the better.  https://www.obama.org/stories/obama-leaders-carrying-the-legacy-of-juneteenth/",https://twitter.com/BarackObama/status/1935696205272723655#m,3031,514
narrativefoil,"Nov 29, 2025 · 11:16 PM UTC",Trans person: I’m trans   Society: Okay  Your gay friend you try to ignore: Geronimo Stilton is sooo hot,https://twitter.com/NetIterator/status/1994908441257676973#m,33217,3548
narrativefoil,"Nov 27, 2025 · 4:55 PM UTC",My neighbors took down their homemade cardboard “in this house we..” sign 😭their parents must be coming over for thanksgiving,https://twitter.com/narrativefoil/status/1994087659581382752#m,19,0
narrativefoil,"Nov 23, 2025 · 6:28 PM UTC","yes, I’d still love you if you were a worm. Cnidarian yes. Echinoderm no. Any sort of poriferic sea sponge I would keep you around formally but it would be understood the relationship was over",https://twitter.com/LAlNLAlN/status/1992661447722074252#m,13167,1805
narrativefoil,"Nov 21, 2025 · 6:08 AM UTC",All that shit was supposed to be in there. He ruined EVERYTHING.,https://twitter.com/DarkIntelectual/status/1991750648224964971#m,3986,84
narrativefoil,"Nov 22, 2025 · 5:32 AM UTC",If ur at frankly Bradley’s watch out bc im stealing phones tonightttt,https://twitter.com/narrativefoil/status/1992103845707792825#m,9,0
narrativefoil,"Nov 14, 2025 · 6:22 PM UTC",If it’s Friday…. Trump is blaring “The Phantom of the Opera” at the White House.,https://twitter.com/jake__traylor/status/1989398592839467177#m,5383,523
narrativefoil,"Nov 14, 2025 · 2:12 PM UTC",I’m beginning to understand that I drank the franzia that makes all the skin on your face fall off,https://twitter.com/narrativefoil/status/1989335520422338846#m,10,0
narrativefoil,"Nov 14, 2025 · 2:32 AM UTC",These Charlie Kirk memes fucking me up so bad they asked me what my favorite Christmas movie was at work and I said a Charlie Kirk Christmas. I meant CHARLIE BROWN!,https://twitter.com/mar3uss/status/1989159468752634010#m,25927,1606
narrativefoil,"Nov 13, 2025 · 10:09 PM UTC",Shedding dead skin alllll overrr this courthouse,https://twitter.com/narrativefoil/status/1989093399249801435#m,4,1
narrativefoil,"Nov 11, 2025 · 5:56 AM UTC",my friends dad made us weed “bread”,https://twitter.com/doeeyedglrl/status/1988123736315490592#m,2875,61
narrativefoil,"Nov 2, 2025 · 4:46 PM UTC","Lmfao that’s an old, OLD ancient guardian. Look at the eyes. You can tell.. chills",https://twitter.com/tonyhawktruther/status/1985025643394765005#m,48683,1673
narrativefoil,"Oct 26, 2025 · 2:23 AM UTC",I AM MAKING CONNECTIONS IN THE FURRY COMMUNITY,https://twitter.com/narrativefoil/status/1982271850278265241#m,21,0
narrativefoil,"Oct 24, 2025 · 9:43 PM UTC",I know I’ve talked about this a lot because it’s an issue very close to my heart. You can really go to any bumfuck nowhere population 78 unincorporated little town and there will be a goth kid there,https://twitter.com/mixedgrass666/status/1981838932523311541#m,34750,1329
narrativefoil,"Oct 25, 2025 · 1:12 PM UTC",I could recognize ishkabibbles 2 anywhere😭😭😭😭😭😭😭😭😭😭😭😭,https://twitter.com/narrativefoil/status/1982072893954732375#m,5,0
narrativefoil,"Oct 24, 2025 · 11:32 AM UTC",Deadass thought I found Chicken Of The Woods mushrooms growing in south Philly and then realized it was just a pile of hoagie rolls Go Birds,https://twitter.com/hammerito/status/1981685348385374441#m,8322,468
narrativefoil,"Oct 24, 2025 · 2:18 AM UTC","Just over an hour after 3 Supreme Court justices warned that Alabamian Anthony Boyd would suffer psychological torture, he was subjected to the longest nitrogen gas execution in US history, gasping for air more than 225 times. Read my eyewitness account: https://www.treadbylee.com/p/after-justices-warned-of-prolonged",https://twitter.com/lee_hedgepeth/status/1981545786883088530#m,5222,1641
narrativefoil,"Oct 20, 2025 · 8:14 AM UTC","what abt 2 inches, chopped, fat, gay, broke, right side of brain missing, eyes gouged out in brutal chimpanzee attack, disembowled every tuesday, and no hoes",https://twitter.com/woofgonecrazy/status/1980185924572254550#m,1319,111
narrativefoil,"Oct 20, 2025 · 3:30 AM UTC",Meditate on this,https://twitter.com/uncle_deluge/status/1980114409495449636#m,6330,486
narrativefoil,"Oct 20, 2025 · 12:36 AM UTC",nephew is warm,https://twitter.com/cooldudetm/status/1980070570353119650#m,116080,8303
narrativefoil,"Oct 15, 2025 · 2:34 AM UTC",MY FAT ASS THOUGHT THIS WAS A LEPIDODENDRON😂😂😂😂😂😂,https://twitter.com/narrativefoil/status/1978288219520225459#m,11,0
narrativefoil,"Oct 14, 2025 · 1:23 PM UTC",Tweets written from the bus with a head of wet hair. Btw.,https://twitter.com/narrativefoil/status/1978089240949862481#m,5,0
narrativefoil,"Oct 14, 2025 · 1:22 PM UTC","I would also be mad if all water evaporated from my lank, fraying locks within a minute of leaving the shower",https://twitter.com/narrativefoil/status/1978088951182209223#m,35,0
narrativefoil,"Oct 13, 2025 · 1:15 PM UTC",that audhd moment when the adderall makes you go from picking at your own skin to picking at your dog’s 😭,https://twitter.com/ratlimit/status/1977724871397232963#m,1536,79
narrativefoil,"Oct 11, 2025 · 4:19 PM UTC",oomf said her autistic safe food was smoked neck bones,https://twitter.com/chribdotnet/status/1977046529958617359#m,4647,433
narrativefoil,"Oct 11, 2025 · 2:53 PM UTC",Cold cuts gobbler gave me an ear infection,https://twitter.com/narrativefoil/status/1977024698367320565#m,16,0
narrativefoil,"Oct 11, 2025 · 12:21 PM UTC",You gotta be fucking kidding me cunt get out of my car,https://twitter.com/garflover01/status/1976986626837635317#m,162054,7556
narrativefoil,"Oct 10, 2025 · 8:30 PM UTC",When that Flonase hits your eustachian tube just right>>>>,https://twitter.com/narrativefoil/status/1976747088701538577#m,8,0
narrativefoil,"Oct 10, 2025 · 2:14 PM UTC","An official closure of those traps disguised as American aid, which claimed the lives of the finest people. Today marks the end of a painful chapter of suffering, with hope that their gates will never reopen, and that the lives of those who remain will be protected.",https://twitter.com/dn_osama_rabee/status/1976652530617913679#m,3186,1157
narrativefoil,"Oct 10, 2025 · 4:54 PM UTC",receiving a “we broke a fossil” email,https://twitter.com/narrativefoil/status/1976692797798339038#m,20,1
narrativefoil,"Oct 10, 2025 · 3:28 PM UTC",Movies I’m seeing at the Philly film festival: New knives out  Barrio Triste (score by arca 🤑) Blue Film The testament of ann Lee (most excited for this one)  Primate (Travis the Chimp cinema),https://twitter.com/narrativefoil/status/1976671281413234770#m,17,0
narrativefoil,"Oct 10, 2025 · 1:40 AM UTC",Does anyone know if this is a dog or a wolf because it just walked up to me SHDHDHJDJD,https://twitter.com/thisisnefertiti/status/1976462875591168123#m,206086,3970
narrativefoil,"Oct 8, 2025 · 6:00 PM UTC",I just ate 7 molecules #7moleculechallenge,https://twitter.com/NotJosephGarcia/status/1975984752890138881#m,12138,2141
narrativefoil,"Oct 9, 2025 · 1:01 AM UTC",My stomach hurts but I ate a wawa gobbler hoagie for lunch so I don’t know what i expected,https://twitter.com/narrativefoil/status/1976090596323553419#m,12,0
narrativefoil,"Oct 8, 2025 · 4:44 PM UTC","NEW: Since October 2023, the IDF Spokesperson's Unit has released dozens of 3D animations illustrating alleged Hamas, Hezbollah, and Iranian sites  The style is unmistakable: satellite zoom-ins, black & white wireframes, and red-textured houses - a new visual language of war",https://twitter.com/JackSapoch/status/1975965515911921883#m,7301,2863
narrativefoil,"Oct 7, 2025 · 9:29 PM UTC",One of the worst bisexuals to ever do it,https://twitter.com/narrativefoil/status/1975674798555447435#m,10,0
narrativefoil,"Oct 5, 2025 · 1:43 PM UTC",offered a gay couple at the gaga concert to take a picture for them because they were struggling getting the stage in the background and they said “did we ask for your help?” 😐,https://twitter.com/SaiB0i/status/1974832939394330924#m,103915,1704
narrativefoil,"Sep 30, 2025 · 5:59 PM UTC",so fuck people struggling w depression i guess ?,https://twitter.com/ratlimit/status/1973085417957163200#m,3560,48
narrativefoil,"Sep 29, 2025 · 9:36 PM UTC",Layoffs on Yom Kippur is crazyyyyy,https://twitter.com/narrativefoil/status/1972777599098327317#m,14,0
narrativefoil,"Sep 28, 2025 · 6:17 PM UTC","Today she came. Pale. Trembling. A young woman no older than twenty-five, clutching in her arms her son, her last living fragment of hope. The boy was limp, his little arms hanging as though life itself had slipped from them. His eyes were two dead stars. Behind her walked the grandmother. A grandmother who had already buried too many. Her face so worn that it seemed older than the land itself, older than grief.  The mother spoke haltingly, every word torn from her throat like a piece of flesh. “Diarrhea. Five days,” she whispered, as if naming an unforgivable sin. “But what frightens me…” Her voice cracked. “He no longer eats.”  “Since when?” I asked, though I was afraid to know.  Ah, that silence. That silence was like a bell tolling for the dead. She looked at her mother, as though asking for permission to speak. Then, with a kind of resigned despair, she confessed: “For a long time.”  I gave her medicine. A hollow gesture. A lie we tell ourselves so we do not collapse. She left without a word. But the grandmother stayed.  She came closer. Each step was heavy, as if she were carrying not her own body but the body of every mother who ever lived. She leaned toward me and spoke with the voice of someone who has seen hell. “Do not ask her,” she said. “She cannot say it. The child stopped eating on the day he saw his father fall. He saw the blood. He saw the body. He saw everything.”  Then she too left, and I was alone with the weight of the world.  I am no psychologist. But I have seen the abyss in men’s hearts, and I know what it means when a child refuses life itself. This is not a disease of the stomach. This is the soul crying out: No more.  Tell me, what happens to a child’s mind when the first god he ever knew, his father, is struck down before him? What happens when the one who was meant to shield him from death becomes death?  The father’s blood was not the only thing spilled that day. The child’s faith was spilled with it. The world collapsed for him. There is no food sweet enough to make him want to taste life again.  And this is the deepest cruelty of genocide. It is not the heap of corpses that marks its victory. It is not the smoking ruins. It is not the screams at night. Its triumph is when a living child sits in the dust and refuses the breast, refuses the bread, refuses the world itself.  This child will grow, if he grows, with a hollow inside him no bread will ever fill. No embrace will ever close. He will learn to love with fear, to sleep with ghosts beside him. And one day, when he becomes a father, he will place into his child’s hands not only his love but also his terror.  And this is how extermination stretches its fingers into the future. It kills not only the body but the capacity to live.  Gaza is not merely a place under bombs. It is a factory of grief, a workshop of despair. What is being forged here is not just ruin. It is a generation of children who will one day walk the earth carrying death in their memories, in their dreams, in the way they touch the world.  As I write this, my chest burns. My hands tremble. I feel as though my own heart is being gnawed from the inside by rats. If there is a God, and I dare still to believe, then He must be weeping over Gaza tonight.  Yes, the father was killed. But the greater crime, the eternal crime, is this: the slow, unseen murder of the child’s soul.  This is our apocalypse. Not fire from heaven. Not angels with trumpets. But a child sitting in the rubble, lips pressed shut, eyes empty, refusing to swallow the world’s cruelty.  #GazaGenocide",https://twitter.com/ezzingaza/status/1972365171805839764#m,3040,1693
narrativefoil,"Sep 24, 2025 · 9:23 PM UTC",Holy melanoma,https://twitter.com/narrativefoil/status/1970962404743012646#m,14,0
narrativefoil,"Sep 23, 2025 · 1:10 PM UTC","Big bear bellies, bigger bear glories.   Fat Bear Week is here.",https://twitter.com/NatlParkService/status/1970475927567319384#m,53160,8362
narrativefoil,"Sep 23, 2025 · 11:04 PM UTC",Their wicked west Philadelphian t4ts versus our noble south Philadelphian chasers,https://twitter.com/narrativefoil/status/1970625424658178482#m,13,0
narrativefoil,"Sep 22, 2025 · 7:22 PM UTC",The Meowls are not what they seem!,https://twitter.com/catwheezie/status/1970207035607191589#m,15086,2269
narrativefoil,"Sep 22, 2025 · 10:59 PM UTC",Do you still get raptured if you’re a hoe? Asking for a friend,https://twitter.com/narrativefoil/status/1970261794796261449#m,19,1
narrativefoil,"Sep 20, 2025 · 12:59 PM UTC",The Carp is Back,https://twitter.com/narrativefoil/status/1969385831082156392#m,20,0
narrativefoil,"Sep 19, 2025 · 7:18 PM UTC",I've seen people lose large portions of their skull trying to unclog a vape,https://twitter.com/garshmo/status/1969118905089011940#m,3520,146
narrativefoil,"Sep 18, 2025 · 10:23 PM UTC","Guy who loves narwhal blubber and reindeer meat being like, ""it's gotta be A right?""",https://twitter.com/irregulargrapes/status/1968803022516953160#m,38095,874
narrativefoil,"Sep 19, 2025 · 4:07 PM UTC",That little Susie’s hit my hand on a Friday like mlojdir,https://twitter.com/narrativefoil/status/1969070915099971924#m,5,0
narrativefoil,"Sep 19, 2025 · 3:53 PM UTC",Ah yes my collection of energetically aligned mollusks,https://twitter.com/narrativefoil/status/1969067370506297816#m,1,0
narrativefoil,"Sep 19, 2025 · 3:47 PM UTC",These malacologists are too much wdym you have a PhD but believe in orgone energy,https://twitter.com/narrativefoil/status/1969065700351189431#m,1,0
narrativefoil,"Dec 1, 2021 · 9:26 PM UTC","who else dolling yourself up and looking yourself in the eyes and in the vermillion pincurl of your still heart and saying ""its happening again"".",https://twitter.com/narrativefoil/status/1466156857521696768#m,5,1
narrativefoil,"Sep 18, 2025 · 4:55 PM UTC",The amount of innocent people that I’ve submitted to the Charlie Kirk Data Foundation with falsified information and photoshopped tweets lowkey feels illegal 💀,https://twitter.com/misandrism/status/1968720594435760403#m,12393,270
narrativefoil,"Sep 18, 2025 · 5:17 AM UTC",You Need To Let Homestuck Into Your Blood. You Need To Perform a Transfusion. You Must Let It Enter You And Flow Into Your Brain,https://twitter.com/TheRoseLalonde/status/1968544789164442013#m,293,64
